file_committee_abbrev,committee_name,committee_code,subcommittee_name,subcommittee_code,member_first,member_last,state,party,position,majority_party,source_file,full_name,committee_name_hierarchy,subcommittee_name_hierarchy,level
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on State, Foreign Operations, and Related Programs",SSAP20,John,Boozman,AR,R,Member,R,committee_memberships_SSAP.xml,John Boozman,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on State, Foreign Operations, and Related Programs",SSAP20,Katie Boyd,Britt,AL,R,Member,R,committee_memberships_SSAP.xml,Katie Boyd Britt,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on State, Foreign Operations, and Related Programs",SSAP20,Susan M.,Collins,ME,R,Ex Officio,R,committee_memberships_SSAP.xml,Susan M. Collins,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on State, Foreign Operations, and Related Programs",SSAP20,Christopher A.,Coons,DE,D,Member,R,committee_memberships_SSAP.xml,Christopher A. Coons,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on State, Foreign Operations, and Related Programs",SSAP20,Richard J.,Durbin,IL,D,Member,R,committee_memberships_SSAP.xml,Richard J. Durbin,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on State, Foreign Operations, and Related Programs",SSAP20,Lindsey,Graham,SC,R,Chairman,R,committee_memberships_SSAP.xml,Lindsey Graham,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on State, Foreign Operations, and Related Programs",SSAP20,Bill,Hagerty,TN,R,Member,R,committee_memberships_SSAP.xml,Bill Hagerty,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on State, Foreign Operations, and Related Programs",SSAP20,Mitch,McConnell,KY,R,Member,R,committee_memberships_SSAP.xml,Mitch McConnell,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on State, Foreign Operations, and Related Programs",SSAP20,Jeff,Merkley,OR,D,Member,R,committee_memberships_SSAP.xml,Jeff Merkley,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on State, Foreign Operations, and Related Programs",SSAP20,Jerry,Moran,KS,R,Member,R,committee_memberships_SSAP.xml,Jerry Moran,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on State, Foreign Operations, and Related Programs",SSAP20,Markwayne,Mullin,OK,R,Member,R,committee_memberships_SSAP.xml,Markwayne Mullin,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on State, Foreign Operations, and Related Programs",SSAP20,Christopher,Murphy,CT,D,Member,R,committee_memberships_SSAP.xml,Christopher Murphy,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on State, Foreign Operations, and Related Programs",SSAP20,Patty,Murray,WA,D,Ex Officio,R,committee_memberships_SSAP.xml,Patty Murray,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on State, Foreign Operations, and Related Programs",SSAP20,Brian,Schatz,HI,D,Ranking,R,committee_memberships_SSAP.xml,Brian Schatz,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on State, Foreign Operations, and Related Programs",SSAP20,Jeanne,Shaheen,NH,D,Member,R,committee_memberships_SSAP.xml,Jeanne Shaheen,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,John,Boozman,AR,R,Member,R,committee_memberships_SSAP.xml,John Boozman,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,Katie Boyd,Britt,AL,R,Member,R,committee_memberships_SSAP.xml,Katie Boyd Britt,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,Shelley Moore,Capito,WV,R,Member,R,committee_memberships_SSAP.xml,Shelley Moore Capito,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,Susan M.,Collins,ME,R,Member,R,committee_memberships_SSAP.xml,Susan M. Collins,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,Christopher A.,Coons,DE,D,Member,R,committee_memberships_SSAP.xml,Christopher A. Coons,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,Richard J.,Durbin,IL,D,Member,R,committee_memberships_SSAP.xml,Richard J. Durbin,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,Kirsten E.,Gillibrand,NY,D,Ranking,R,committee_memberships_SSAP.xml,Kirsten E. Gillibrand,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,Lindsey,Graham,SC,R,Member,R,committee_memberships_SSAP.xml,Lindsey Graham,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,John,Hoeven,ND,R,Member,R,committee_memberships_SSAP.xml,John Hoeven,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,Cindy,Hyde-Smith,MS,R,Chairman,R,committee_memberships_SSAP.xml,Cindy Hyde-Smith,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,John,Kennedy,LA,R,Member,R,committee_memberships_SSAP.xml,John Kennedy,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,Jerry,Moran,KS,R,Member,R,committee_memberships_SSAP.xml,Jerry Moran,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,Christopher,Murphy,CT,D,Member,R,committee_memberships_SSAP.xml,Christopher Murphy,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,Patty,Murray,WA,D,Member,R,committee_memberships_SSAP.xml,Patty Murray,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,Jack,Reed,RI,D,Member,R,committee_memberships_SSAP.xml,Jack Reed,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,Brian,Schatz,HI,D,Member,R,committee_memberships_SSAP.xml,Brian Schatz,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",SSAP24,Chris,Van Hollen,MD,D,Member,R,committee_memberships_SSAP.xml,Chris Van Hollen,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies  ",Subcommittee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Tammy,Baldwin,WI,D,Member,R,committee_memberships_SSAP.xml,Tammy Baldwin,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,John,Boozman,AR,R,Member,R,committee_memberships_SSAP.xml,John Boozman,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Katie Boyd,Britt,AL,R,Member,R,committee_memberships_SSAP.xml,Katie Boyd Britt,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Shelley Moore,Capito,WV,R,Member,R,committee_memberships_SSAP.xml,Shelley Moore Capito,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Susan M.,Collins,ME,R,Chairman,R,committee_memberships_SSAP.xml,Susan M. Collins,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Christopher A.,Coons,DE,D,Member,R,committee_memberships_SSAP.xml,Christopher A. Coons,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Richard J.,Durbin,IL,D,Member,R,committee_memberships_SSAP.xml,Richard J. Durbin,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Deb,Fischer,NE,R,Member,R,committee_memberships_SSAP.xml,Deb Fischer,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Kirsten E.,Gillibrand,NY,D,Member,R,committee_memberships_SSAP.xml,Kirsten E. Gillibrand,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Lindsey,Graham,SC,R,Member,R,committee_memberships_SSAP.xml,Lindsey Graham,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Bill,Hagerty,TN,R,Member,R,committee_memberships_SSAP.xml,Bill Hagerty,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Martin,Heinrich,NM,D,Member,R,committee_memberships_SSAP.xml,Martin Heinrich,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,John,Hoeven,ND,R,Member,R,committee_memberships_SSAP.xml,John Hoeven,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Cindy,Hyde-Smith,MS,R,Member,R,committee_memberships_SSAP.xml,Cindy Hyde-Smith,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,John,Kennedy,LA,R,Member,R,committee_memberships_SSAP.xml,John Kennedy,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Mitch,McConnell,KY,R,Member,R,committee_memberships_SSAP.xml,Mitch McConnell,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Jeff,Merkley,OR,D,Member,R,committee_memberships_SSAP.xml,Jeff Merkley,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Jerry,Moran,KS,R,Member,R,committee_memberships_SSAP.xml,Jerry Moran,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Markwayne,Mullin,OK,R,Member,R,committee_memberships_SSAP.xml,Markwayne Mullin,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Lisa,Murkowski,AK,R,Member,R,committee_memberships_SSAP.xml,Lisa Murkowski,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Christopher,Murphy,CT,D,Member,R,committee_memberships_SSAP.xml,Christopher Murphy,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Patty,Murray,WA,D,Ranking,R,committee_memberships_SSAP.xml,Patty Murray,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Jon,Ossoff,GA,D,Member,R,committee_memberships_SSAP.xml,Jon Ossoff,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Gary C.,Peters,MI,D,Member,R,committee_memberships_SSAP.xml,Gary C. Peters,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Jack,Reed,RI,D,Member,R,committee_memberships_SSAP.xml,Jack Reed,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Mike,Rounds,SD,R,Member,R,committee_memberships_SSAP.xml,Mike Rounds,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Brian,Schatz,HI,D,Member,R,committee_memberships_SSAP.xml,Brian Schatz,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Jeanne,Shaheen,NH,D,Member,R,committee_memberships_SSAP.xml,Jeanne Shaheen,Committee on Appropriations,Main Committee,Main Committee
SSAP,Committee on Appropriations,SSAP00,,MAIN,Chris,Van Hollen,MD,D,Member,R,committee_memberships_SSAP.xml,Chris Van Hollen,Committee on Appropriations,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Airland,SSAS14,Richard,Blumenthal,CT,D,Member,R,committee_memberships_SSAS.xml,Richard Blumenthal,Committee on Armed Services,Subcommittee on Airland,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Airland,SSAS14,Ted,Budd,NC,R,Member,R,committee_memberships_SSAS.xml,Ted Budd,Committee on Armed Services,Subcommittee on Airland,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Airland,SSAS14,Tom,Cotton,AR,R,Member,R,committee_memberships_SSAS.xml,Tom Cotton,Committee on Armed Services,Subcommittee on Airland,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Airland,SSAS14,Kevin,Cramer,ND,R,Chairman,R,committee_memberships_SSAS.xml,Kevin Cramer,Committee on Armed Services,Subcommittee on Airland,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Airland,SSAS14,Tammy,Duckworth,IL,D,Member,R,committee_memberships_SSAS.xml,Tammy Duckworth,Committee on Armed Services,Subcommittee on Airland,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Airland,SSAS14,Deb,Fischer,NE,R,Member,R,committee_memberships_SSAS.xml,Deb Fischer,Committee on Armed Services,Subcommittee on Airland,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Airland,SSAS14,Mark,Kelly,AZ,D,Ranking,R,committee_memberships_SSAS.xml,Mark Kelly,Committee on Armed Services,Subcommittee on Airland,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Airland,SSAS14,Angus S.,King,ME,D,Member,R,committee_memberships_SSAS.xml,Angus S. King,Committee on Armed Services,Subcommittee on Airland,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Airland,SSAS14,Markwayne,Mullin,OK,R,Member,R,committee_memberships_SSAS.xml,Markwayne Mullin,Committee on Armed Services,Subcommittee on Airland,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Airland,SSAS14,Gary C.,Peters,MI,D,Member,R,committee_memberships_SSAS.xml,Gary C. Peters,Committee on Armed Services,Subcommittee on Airland,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Airland,SSAS14,Jack,Reed,RI,D,Ex Officio,R,committee_memberships_SSAS.xml,Jack Reed,Committee on Armed Services,Subcommittee on Airland,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Airland,SSAS14,Eric,Schmitt,MO,R,Member,R,committee_memberships_SSAS.xml,Eric Schmitt,Committee on Armed Services,Subcommittee on Airland,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Airland,SSAS14,Elissa,Slotkin,MI,D,Member,R,committee_memberships_SSAS.xml,Elissa Slotkin,Committee on Armed Services,Subcommittee on Airland,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Airland,SSAS14,Dan,Sullivan,AK,R,Member,R,committee_memberships_SSAS.xml,Dan Sullivan,Committee on Armed Services,Subcommittee on Airland,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Airland,SSAS14,Roger F.,Wicker,MS,R,Ex Officio,R,committee_memberships_SSAS.xml,Roger F. Wicker,Committee on Armed Services,Subcommittee on Airland,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Cybersecurity,SSAS21,Ted,Budd,NC,R,Member,R,committee_memberships_SSAS.xml,Ted Budd,Committee on Armed Services,Subcommittee on Cybersecurity,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Cybersecurity,SSAS21,Tom,Cotton,AR,R,Member,R,committee_memberships_SSAS.xml,Tom Cotton,Committee on Armed Services,Subcommittee on Cybersecurity,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Cybersecurity,SSAS21,Joni,Ernst,IA,R,Member,R,committee_memberships_SSAS.xml,Joni Ernst,Committee on Armed Services,Subcommittee on Cybersecurity,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Cybersecurity,SSAS21,Kirsten E.,Gillibrand,NY,D,Member,R,committee_memberships_SSAS.xml,Kirsten E. Gillibrand,Committee on Armed Services,Subcommittee on Cybersecurity,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Cybersecurity,SSAS21,Gary C.,Peters,MI,D,Member,R,committee_memberships_SSAS.xml,Gary C. Peters,Committee on Armed Services,Subcommittee on Cybersecurity,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Cybersecurity,SSAS21,Jack,Reed,RI,D,Ex Officio,R,committee_memberships_SSAS.xml,Jack Reed,Committee on Armed Services,Subcommittee on Cybersecurity,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Cybersecurity,SSAS21,Jacky,Rosen,NV,D,Ranking,R,committee_memberships_SSAS.xml,Jacky Rosen,Committee on Armed Services,Subcommittee on Cybersecurity,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Cybersecurity,SSAS21,Mike,Rounds,SD,R,Chairman,R,committee_memberships_SSAS.xml,Mike Rounds,Committee on Armed Services,Subcommittee on Cybersecurity,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Cybersecurity,SSAS21,Eric,Schmitt,MO,R,Member,R,committee_memberships_SSAS.xml,Eric Schmitt,Committee on Armed Services,Subcommittee on Cybersecurity,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Cybersecurity,SSAS21,Elissa,Slotkin,MI,D,Member,R,committee_memberships_SSAS.xml,Elissa Slotkin,Committee on Armed Services,Subcommittee on Cybersecurity,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Cybersecurity,SSAS21,Roger F.,Wicker,MS,R,Ex Officio,R,committee_memberships_SSAS.xml,Roger F. Wicker,Committee on Armed Services,Subcommittee on Cybersecurity,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Ted,Budd,NC,R,Member,R,committee_memberships_SSAS.xml,Ted Budd,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Tom,Cotton,AR,R,Member,R,committee_memberships_SSAS.xml,Tom Cotton,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Kevin,Cramer,ND,R,Member,R,committee_memberships_SSAS.xml,Kevin Cramer,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Joni,Ernst,IA,R,Chairman,R,committee_memberships_SSAS.xml,Joni Ernst,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Kirsten E.,Gillibrand,NY,D,Member,R,committee_memberships_SSAS.xml,Kirsten E. Gillibrand,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Tim,Kaine,VA,D,Member,R,committee_memberships_SSAS.xml,Tim Kaine,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Mark,Kelly,AZ,D,Member,R,committee_memberships_SSAS.xml,Mark Kelly,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Markwayne,Mullin,OK,R,Member,R,committee_memberships_SSAS.xml,Markwayne Mullin,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Gary C.,Peters,MI,D,Member,R,committee_memberships_SSAS.xml,Gary C. Peters,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Jack,Reed,RI,D,Ex Officio,R,committee_memberships_SSAS.xml,Jack Reed,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Jacky,Rosen,NV,D,Member,R,committee_memberships_SSAS.xml,Jacky Rosen,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Mike,Rounds,SD,R,Member,R,committee_memberships_SSAS.xml,Mike Rounds,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Eric,Schmitt,MO,R,Member,R,committee_memberships_SSAS.xml,Eric Schmitt,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Jeanne,Shaheen,NH,D,Member,R,committee_memberships_SSAS.xml,Jeanne Shaheen,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Tim,Sheehy,MT,R,Member,R,committee_memberships_SSAS.xml,Tim Sheehy,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Elissa,Slotkin,MI,D,Ranking,R,committee_memberships_SSAS.xml,Elissa Slotkin,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Emerging Threats and Capabilities,SSAS20,Roger F.,Wicker,MS,R,Ex Officio,R,committee_memberships_SSAS.xml,Roger F. Wicker,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Personnel,SSAS17,Jim,Banks,IN,R,Member,R,committee_memberships_SSAS.xml,Jim Banks,Committee on Armed Services,Subcommittee on Personnel,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Personnel,SSAS17,Richard,Blumenthal,CT,D,Member,R,committee_memberships_SSAS.xml,Richard Blumenthal,Committee on Armed Services,Subcommittee on Personnel,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Personnel,SSAS17,Ted,Budd,NC,R,Member,R,committee_memberships_SSAS.xml,Ted Budd,Committee on Armed Services,Subcommittee on Personnel,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Personnel,SSAS17,Tammy,Duckworth,IL,D,Member,R,committee_memberships_SSAS.xml,Tammy Duckworth,Committee on Armed Services,Subcommittee on Personnel,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Personnel,SSAS17,Joni,Ernst,IA,R,Member,R,committee_memberships_SSAS.xml,Joni Ernst,Committee on Armed Services,Subcommittee on Personnel,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Personnel,SSAS17,Mazie K.,Hirono,HI,D,Member,R,committee_memberships_SSAS.xml,Mazie K. Hirono,Committee on Armed Services,Subcommittee on Personnel,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Personnel,SSAS17,Jack,Reed,RI,D,Ex Officio,R,committee_memberships_SSAS.xml,Jack Reed,Committee on Armed Services,Subcommittee on Personnel,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Personnel,SSAS17,Rick,Scott,FL,R,Member,R,committee_memberships_SSAS.xml,Rick Scott,Committee on Armed Services,Subcommittee on Personnel,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Personnel,SSAS17,Tommy,Tuberville,AL,R,Chairman,R,committee_memberships_SSAS.xml,Tommy Tuberville,Committee on Armed Services,Subcommittee on Personnel,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Personnel,SSAS17,Elizabeth,Warren,MA,D,Ranking,R,committee_memberships_SSAS.xml,Elizabeth Warren,Committee on Armed Services,Subcommittee on Personnel,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Personnel,SSAS17,Roger F.,Wicker,MS,R,Ex Officio,R,committee_memberships_SSAS.xml,Roger F. Wicker,Committee on Armed Services,Subcommittee on Personnel,Subcommittee
